Top temperature (K),Top pressure (bar),Reflux flow (m3/h),Flow to the next process (m3/h),6th tray temperature (K),Bottom pressure (bar),Bottom temperature (K),Butane Content in Bottoms
356.84147,32.96027793,271.8550984,494.1224908,483.9871089,79.53721094,524.494345,0.28103282
357.234386,34.50552821,268.845195,475.8363572,485.0290503,80.4628768,533.877415,0.27769028
357.627426,32.91058262,276.7059171,457.5502236,486.0706904,80.06491448,526.1137325,0.27076557
358.020468,33.96812512,283.7965895,439.26409,486.8925747,79.78626324,526.6778275,0.26403649
358.413384,33.25411574,272.341835,420.9779564,483.3852817,76.3768207,523.414755,0.25971481
358.806426,34.90944746,285.4615311,402.6918326,483.6706289,76.29400776,524.05088,0.25653122
359.19934,33.04926732,251.0790396,384.405699,482.0876148,78.43058416,519.98766,0.25066236
359.592382,34.06751574,221.1113844,366.1195654,480.5042994,73.5647058,511.36308,0.24746797
359.985296,32.52053184,190.4712532,359.3093102,479.6821115,75.75372984,510.8675425,0.24283436
360.00463,32.99552657,140.2840224,365.4694824,480.1436847,71.4512868,512.0907625,0.23738484
359.15215,33.55662165,137.2790043,371.62939,487.4699207,75.2083912,522.4271525,0.23177337
358.299542,34.89904623,126.700899,377.7892976,488.7817924,74.9959909,522.4271525,0.23185046
357.44706,33.77158318,143.0527233,383.9492052,490.0936664,75.26175906,516.466405,0.23405978
356.59458,35.07182415,170.5878176,390.1093872,490.3448563,75.01285964,518.2380975,0.24753104
355.741972,34.36106494,187.3827587,396.2692948,488.8068808,75.35806758,522.0483425,0.2610262
354.88949,33.48670159,189.024391,402.4292024,487.2686063,72.42050582,508.4063525,0.27790949
354.036882,34.0316889,199.7152943,408.5891002,485.2472927,71.98221062,511.7110825,0.29134382
353.184402,34.53521535,177.6170146,414.7490078,486.2556817,74.47074128,515.0158125,0.30110195
352.331794,32.76871978,203.402755,420.9091898,487.7918425,74.44390398,518.3205425,0.3101544
351.479312,34.09929763,200.0198538,427.0690974,485.2478976,75.20516994,513.22763,0.30777879
350.626704,33.17177173,185.3235778,433.229005,482.9203827,72.59088666,506.672845,0.29996673
349.774224,33.51154949,183.3758817,439.3889126,481.4277494,73.6998135,512.87876,0.2876358
348.921742,33.59476031,167.2605657,445.5490848,479.9348148,73.48511314,516.4967775,0.26880136
348.069134,34.1056544,133.1190905,451.7089924,479.4844242,74.06955868,509.16224,0.26107051
347.582348,34.81410179,126.5337698,457.8689,480.7917626,72.92259804,518.02157,0.24761516
349.41667,32.94467584,99.2003938,464.0288076,482.0987997,73.85301788,519.1042,0.23966387
351.250992,33.90398363,104.3061448,470.1887152,483.1558544,72.70345044,521.425235,0.23298703
353.085442,33.43238362,80.1958712,476.3488972,483.2785778,75.999408,518.7674775,0.22954605
354.919764,34.40151493,84.4668925,482.508795,486.2321044,74.52181006,517.3620125,0.22634427
356.754086,33.61382915,83.1035067,488.6687026,486.3859629,77.71149054,519.8258075,0.22518232
358.588408,33.60805058,87.3143658,491.8105238,486.5398214,76.7815313,525.373465,0.22522209
357.902428,34.55753485,88.0193729,493.2257516,486.0885246,76.79686732,523.2711275,0.22754032
357.136952,34.34719647,100.2204905,494.6407148,485.5486617,74.75353302,524.8766275,0.23081312
356.371474,34.55753485,108.0951286,496.0559328,485.0087988,75.38045764,522.62155,0.237432
355.605996,33.63925476,100.299454,497.4711606,484.4686346,74.20113936,516.1561525,0.24530713
354.84052,33.42487143,82.6908385,498.8863884,483.9287717,73.47054446,509.7076775,0.25209281
354.075042,34.12298962,79.9315407,500.3016162,483.3889088,73.88660346,510.8961825,0.25867615
354.403848,35.19895171,69.3023039,501.716844,482.8490459,74.22951036,518.843415,0.26766611
355.35885,33.02846437,70.3133748,503.1318072,482.3648016,77.59447952,524.30342,0.27791173
356.313726,33.56420636,79.634684,504.5470252,483.2404921,77.59447952,523.3266675,0.29016368
357.268602,33.99297302,78.2109498,505.962253,483.5853863,73.74014638,516.435595,0.30474977
358.223476,35.00537084,71.7972712,507.3774808,483.9299792,74.31891772,521.049025,0.32031881
359.178352,34.59682893,72.7525115,508.7927086,484.2748757,73.12549038,517.7239025,0.33936575
360.133228,34.8395274,72.2097483,511.6107084,484.6194686,74.71994744,519.8956675,0.36057357
361.08823,34.65403643,92.1326583,523.333243,485.4525378,78.17815772,526.6821675,0.38077395
362.043104,32.98512534,102.4048811,535.0555032,488.1739185,77.86500166,520.75613,0.40194991
362.99798,33.34512785,134.5659478,546.7780378,490.6655706,76.74917268,518.94582,0.42085027
363.952856,34.96304317,133.7960843,558.5005724,487.4868487,73.45428822,512.220505,0.43886597
342.515162,33.49305787,123.5240477,570.2230972,484.3084281,75.7761199,514.21523,0.45340998
344.301276,33.92767562,119.7630772,581.9453574,483.0412914,71.99708604,507.5389475,0.45887771
346.08739,34.34430743,90.2172973,593.667892,483.4097652,71.45619464,506.4216075,0.45546102
347.361786,33.14403479,75.3033143,605.3904266,483.778239,73.97524348,505.904375,0.44321468
347.457694,33.62777014,69.7151534,617.1126868,484.1467105,73.96972314,512.6145025,0.42312872
347.553728,33.04002151,76.4068874,628.8352214,484.5151843,74.17844256,516.225145,0.40301244
347.649762,33.98488312,85.7050735,621.038606,484.8836581,74.05100238,516.6135025,0.38068474
347.74567,34.89904623,78.9296818,612.6268446,485.2521296,74.78037032,517.790725,0.36601002
347.841704,32.66001083,92.5825469,604.2148186,485.6206034,72.49611086,518.700655,0.35031485
347.93774,35.13322066,96.0047412,595.8030572,485.8941608,73.56761934,516.6378025,0.33696628
348.033646,34.15910556,98.6862123,587.3910214,486.0864086,74.63928168,518.4342275,0.32238306
348.12968,33.09390632,128.5882516,578.97926,486.2786564,76.7645087,523.2971625,0.30655661
348.225716,35.06200063,142.5750076,570.5672242,486.4709019,74.34314822,523.39219,0.29111825
348.321622,33.1937301,158.40287,562.1554628,486.6631497,79.72139312,521.1687875,0.27791972
348.417658,34.81966329,186.2929154,553.7437014,486.8553952,79.65943654,529.653645,0.26872295
348.513692,34.16806227,184.8785794,545.3316754,486.657103,76.36669926,523.26375,0.25967561
348.609726,33.50865996,205.1118799,536.919914,486.1247979,79.11333154,525.64857,0.2519209
348.705634,34.8637971,202.8904502,528.5078782,484.7648631,75.41281626,514.6361325,0.24986744
348.801668,33.33992699,195.1784382,520.0961168,482.0093251,73.4110418,513.08574,0.25064361
348.897702,32.97876906,172.5334508,511.6843554,479.5479019,73.85608528,517.53992,0.24865606
349.662544,33.28156407,128.8202421,503.2723196,477.5825105,75.09736014,514.904295,0.24407472
351.18345,34.52864249,134.1023392,494.8605582,484.1013706,77.06217586,520.9262275,0.2428764
352.704356,33.29637138,132.4836438,486.4485322,485.1587266,76.3768207,522.9413475,0.24275311
354.225262,34.31888182,144.392986,478.0367708,486.1831374,79.16531956,519.63358,0.24067067
355.746168,32.71873537,122.7357602,469.6250094,486.3929158,75.92932428,522.96478,0.23953035
357.267076,34.09929763,139.7739716,461.2129736,483.1449731,72.57355634,517.74126,0.23595809
358.788108,32.23738387,69.8774022,452.8012122,475.460542,72.70130326,504.2003725,0.2394644
360.309014,34.25127309,73.7171451,444.3891764,482.8300019,77.57990986,520.66978,0.24393836
361.829922,34.34950829,94.1314957,448.8514692,487.6237792,81.026465,534.0592275,0.24753104
360.966756,33.69133392,94.9709196,460.678511,488.0723551,78.89479644,527.4771075,0.2497521
360.028416,34.11605563,100.2112785,472.5052784,487.4953104,73.94135214,517.4483625,0.25299877
359.090076,33.67515412,94.1546188,484.3320556,485.1883506,73.56792608,511.1830025,0.25654429
358.151864,34.87362062,75.2337539,496.1590974,480.7548844,71.81091054,509.851305,0.25967788
357.213524,34.24780585,64.7992872,507.9858648,475.2229543,69.75653458,502.075905,0.26408365
356.275186,32.47603739,31.8961792,519.812642,479.3066871,71.39439192,505.32596,0.26756383
355.336846,32.58409562,13.6891561,568.6329688,483.3904199,74.24775992,515.3408175,0.26990536
354.398634,32.97053461,16.9679078,618.6191624,487.4741527,75.14888854,524.909605,0.27434291
353.460294,34.38764646,35.9353913,668.6053462,491.5578855,76.86925208,524.020505,0.27548612
352.521954,34.20100007,58.7102875,672.6276582,492.6185673,72.76832056,511.9757725,0.27866971
351.583742,34.35297504,86.6744062,675.201442,488.5813842,70.79093046,512.5021175,0.27978166
350.645402,32.47892643,77.7426372,677.7749514,484.5442034,66.02028654,497.845625,0.28093566
349.707064,33.6243029,65.638716,680.3487254,484.9595282,70.96928458,507.0256225,0.28327207
348.768724,34.22238024,79.1987114,682.9222348,487.2332392,73.8534775,511.898535,0.28319001
347.830512,33.20355362,94.9570085,685.4960186,489.5066489,73.20814946,514.15969,0.28206523
348.243014,33.95078941,116.6977107,688.0698024,491.7803599,77.50583852,525.295795,0.28086976
350.182148,33.58963148,156.2835269,690.6433118,495.6760769,79.89591446,526.122845,0.27641455
352.12128,33.72708824,179.749328,693.2170858,498.1589614,79.63612626,531.2990675,0.27645375
354.060414,33.31161234,205.9095705,695.7905952,499.2296206,80.00004338,525.78699,0.27525771
355.999674,32.16746381,227.1586459,698.364379,500.3005788,76.1076784,526.53854,0.27536282
357.938808,32.09046472,237.9270035,700.9378884,501.3712357,79.49841176,521.4417225,0.27527646
359.87794,33.69017801,251.695685,695.0281552,502.45187,75.74038812,523.205605,0.2752793
361.817074,33.44856342,246.9097227,669.5824944,503.5364304,78.56461778,516.8365375,0.27062921
363.756208,32.80367981,265.9469626,644.136569,504.6209931,80.97432312,524.7681475,0.26504103
365.695468,32.99552657,266.5869173,618.6909082,504.3761512,79.38446716,524.1155325,0.25725511
363.879462,32.71526813,283.5183479,593.2452474,503.9366442,79.10443608,523.462485,0.25183624
357.819624,32.4685252,293.1921631,567.7995866,498.7018488,72.06211002,506.9414425,0.24221274
351.759784,31.54916123,281.2830071,549.4858366,486.6377577,66.96404908,494.0483975,0.23223757
353.159216,32.43905464,244.7070992,532.9241306,485.6955673,70.0446928,496.717435,0.22140214
356.391062,33.24804856,222.3078272,516.36216,487.056107,70.83709042,505.7624825,0.21083831
359.623036,32.05940509,215.110374,499.800454,486.3714545,72.14737688,506.454585,0.20007163
362.85501,33.53755281,213.3482311,483.238748,484.833479,74.96669968,514.6604325,0.18963333
346.698958,31.71442745,230.8594591,466.677042,483.2955058,75.7110969,512.779825,0.1809167
347.979588,30.98510459,205.8817483,450.115336,483.113838,73.21367078,512.64184,0.17435806
349.26009,33.18159525,206.002254,445.938429,485.3198393,75.93576484,513.932315,0.17005003
350.540718,32.66672873,171.1698739,455.7589208,480.4181506,72.8965271,507.2139425,0.16821136
351.82122,31.21162326,168.8743709,465.5794126,493.1372702,73.32040748,516.7879375,0.16780907
353.10185,31.15325985,159.3396814,475.39963,488.3093379,76.3726802,513.1586375,0.16918409
354.38248,32.04958206,173.3172303,485.2201218,486.1707427,71.75355506,513.8672275,0.17275802
355.662982,31.90251836,134.1254623,495.0406136,482.7653144,67.7121262,505.0998875,0.17706378
356.94361,32.31077117,125.1333449,504.8611054,486.5222885,70.00420606,503.8593125,0.1816116
357.99363,32.2807229,125.1194289,514.6813228,484.6463717,70.42225838,505.986385,0.18621621
358.513106,31.51160077,60.3842549,524.5018146,481.3400895,71.01897254,506.4515475,0.19200954
359.032584,31.50112751,79.5420005,534.3223064,485.5030182,71.01897254,510.586365,0.19743576
359.551932,31.36995451,38.9776347,544.1425238,482.8182121,71.01897254,510.5746475,0.20112336
360.071408,31.78781475,21.0674683,553.9630156,482.080057,70.42225838,510.3034475,0.20470865
359.999542,32.34255306,11.9779634,560.030323,482.7353891,72.54779312,518.0554175,0.20712972
359.589328,32.34197535,12.3535925,557.4554612,483.3904199,75.26804674,521.7111875,0.2101843
359.179116,33.71329229,19.5649617,554.880325,484.0454484,77.65214174,525.09706,0.21485769
358.768902,33.24053637,23.3723695,552.3054632,484.7004792,75.9359187,520.97309,0.21968391
358.358688,32.80656885,12.6782714,549.7306014,479.0554972,72.39090786,511.786585,0.22564769
357.948474,33.29254301,36.1997218,547.1554652,487.1301624,79.65774996,531.31035,0.23301771
357.538262,32.55231373,50.7290548,544.5806034,492.5819927,80.28743524,530.941085,0.24143775
357.128048,32.01491064,88.8354875,542.0054672,492.2503971,78.7268705,526.879165,0.25022657
356.717834,33.66756941,89.8975086,539.4306054,489.7372837,76.86787126,520.3595275,0.25989208
356.30762,33.42487143,124.7716269,536.8554692,489.5598479,76.14080436,520.3595275,0.26945817
355.897408,32.4701863,106.8753765,534.2806074,486.7946384,71.21987058,502.5766475,0.27786684
355.487194,30.98337146,98.5324258,531.7054712,482.9493995,72.75191144,504.1929975,0.2842363
355.07698,32.87475578,116.1041884,529.1306094,487.5935503,73.36089422,510.0552475,0.28773864
354.666766,31.98182878,110.0428247,526.5554732,484.5173003,74.5103078,509.02165,0.28784943
354.256554,33.87913573,123.9925514,523.9806114,487.1210958,76.05277684,520.6728175,0.28607783
353.84634,32.68348624,116.8274284,521.7241614,483.9686721,75.78716156,519.4404875,0.28317889
353.436126,31.9380561,136.5833954,519.8361914,485.0408401,74.64204136,513.8051775,0.28051294
353.025912,32.60294788,143.2474885,517.9482312,479.9750165,73.45428822,513.053195,0.27750889
352.6157,30.89900473,84.3371699,516.060271,476.5275718,75.60190628,510.246605,0.27494805
352.205486,31.21682363,68.0363007,514.1723108,483.2123792,76.13328972,515.56472,0.27332868
351.795272,31.22144678,80.1400357,512.2843408,482.5485831,77.8947525,521.290285,0.27216446
351.385186,32.60432037,27.5181811,510.3963806,475.9535516,75.6394785,517.979915,0.27179628
351.448404,32.06576186,26.4794742,508.5084204,492.2963419,77.44020204,523.74193,0.27180423
351.52663,32.24258473,32.6750685,506.6204602,484.9138847,76.02271926,524.6358025,0.27319459
351.60473,32.04495891,15.0480339,504.7325,484.3821822,75.21084414,522.8267925,0.27550487
351.682956,33.23822504,36.3063213,502.84453,483.6440271,75.95876838,521.0177825,0.27841687
351.761184,31.22953668,16.894398,500.9565698,482.9989737,75.64622678,519.85705,0.2817766
